,area_id,area_type,year,female_full_time_median_earnings,female_median_earnings,male_full_time_median_earnings,male_median_earnings,median_earnings,median_earnings_bachelor_degree,median_earnings_graduate_or_professional_degree,median_earnings_high_school,median_earnings_less_than_high_school,median_earnings_some_college_or_associates,percent_with_earnings_10000_to_14999,percent_with_earnings_15000_to_24999,percent_with_earnings_1_to_9999,percent_with_earnings_25000_to_34999,percent_with_earnings_35000_to_49999,percent_with_earnings_50000_to_64999,percent_with_earnings_65000_to_74999,percent_with_earnings_75000_to_99999,percent_with_earnings_over_100000,City,State
13306,1600000US3844780,region.place,2013,26960,23258,51848,42500,31402,36250,61833,24028,23500,42431,2.4,12.3,3.0,22.4,19.2,25.6,2.0,4.0,9.1,Langdon,ND
13308,1600000US3838100,region.place,2013,32647,21696,45089,36000,29837,51705,33000,21705,33000,31771,4.6,16.3,3.6,19.7,22.7,23.6,3.2,2.7,3.6,Hillsboro,ND
13309,1600000US3851500,region.place,2013,35893,16985,39474,31548,24781,37656,48750,30000,23750,33276,1.5,15.5,0.0,27.4,29.1,11.4,4.5,4.1,6.5,Mayville,ND
13317,1600000US3872250,region.place,2013,34219,34688,24608,23578,30417,38352,0,23333,19000,23894,1.1,47.0,0.0,17.9,11.6,8.4,5.6,0.0,8.4,Shell Valley,ND
13318,1600000US3827700,region.place,2013,24931,20583,26000,21080,20878,40938,40893,20000,20375,24712,1.7,43.6,2.8,25.7,8.9,17.3,0.0,0.0,0.0,Fort Totten,ND
13319,1600000US3867820,region.place,2013,26538,24489,38295,25481,24815,53281,82656,26528,20781,20114,8.0,24.6,5.2,16.0,21.4,14.3,0.0,4.2,6.3,Rolla,ND
13326,1600000US3846980,region.place,2013,27016,20167,41875,33750,23393,38281,57083,21731,4479,26576,7.6,11.3,4.7,32.0,24.4,4.7,6.2,7.6,1.5,Linton,ND
13328,1600000US3816940,region.place,2013,31587,23333,47940,36667,31129,32167,58333,43295,11103,31910,0.0,6.9,4.0,31.2,28.0,17.7,4.8,3.2,4.2,Crosby,ND
13336,1600000US3805420,region.place,2013,30549,21150,50625,29375,25000,30458,55417,21000,8409,27500,0.9,19.4,2.8,31.6,10.3,20.6,1.9,4.7,7.8,Beach,ND
13338,1600000US3844540,region.place,2013,29750,19479,51000,42639,28646,42143,38438,31389,35536,25156,1.1,13.6,0.8,24.9,23.8,18.5,6.0,5.3,6.0,LaMoure,ND
13343,1600000US3836100,region.place,2013,29000,20139,41597,39625,28375,41161,53125,18438,13333,30156,4.8,19.4,5.7,13.2,31.3,8.4,9.3,7.0,0.9,Hatton,ND
13346,1600000US3850580,region.place,2013,37961,27125,50815,44000,36850,41389,39107,35227,15000,39000,3.5,6.1,1.3,18.7,28.1,25.8,9.4,5.8,1.3,Mapleton,ND
13349,1600000US3820340,region.place,2013,32321,31125,44397,42951,35078,32143,44250,31250,18750,38884,0.4,7.1,0.0,31.2,31.9,22.7,3.5,2.5,0.7,Drayton,ND
13360,1600000US3875780,region.place,2013,32159,20313,50804,41250,26157,45000,36000,17115,23194,26458,4.5,14.0,0.5,16.0,22.5,19.0,3.0,11.0,9.5,Steele,ND
13365,1600000US3853540,region.place,2013,26518,21806,41161,26985,24420,40833,0,22132,18125,35000,0.4,27.0,0.0,22.1,27.0,8.0,0.0,11.1,4.4,Minto,ND
13371,1600000US3822140,region.place,2013,32232,21765,50208,44375,30556,40625,0,14423,20250,34643,8.2,10.8,3.0,18.1,25.4,15.5,5.2,7.3,6.5,Edgeley,ND
13373,1600000US3827260,region.place,2013,41250,20114,41250,36875,31833,50625,34583,27727,11250,28750,3.3,11.8,3.9,17.8,21.1,12.5,6.6,11.2,11.8,Forman,ND
13379,1600000US3833050,region.place,2013,0,12083,0,0,12083,0,0,0,0,30185,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,Green Acres,ND
13380,1600000US3827950,region.place,2013,32031,8942,28859,27935,17260,36250,0,27708,0,15625,0.0,25.0,0.0,36.5,32.7,5.8,0.0,0.0,0.0,Four Bears Village,ND
13382,1600000US3826180,region.place,2013,26538,25240,49583,44583,30625,41250,30125,25368,0,42917,5.9,8.5,2.7,32.4,18.1,16.0,3.7,9.0,3.7,Fessenden,ND
13384,1600000US3821520,region.place,2013,22143,20714,26711,24792,23333,0,0,0,0,12143,10.6,30.3,0.0,28.8,0.0,0.0,0.0,30.3,0.0,East Dunseith,ND
13385,1600000US3830580,region.place,2013,38750,31875,52917,52143,39620,47500,70625,36250,48750,50000,1.1,13.2,1.1,8.8,33.5,22.5,12.1,5.5,2.2,Glenburn,ND
13391,1600000US3845580,region.place,2013,37813,26827,42344,36607,34808,45000,0,33077,0,40000,5.4,0.0,0.0,28.4,37.8,15.5,2.0,1.4,9.5,Leeds,ND
13401,1600000US3825300,region.place,2013,29250,25250,42321,37500,31154,41000,41250,26964,36250,32031,2.8,12.0,2.8,25.4,31.0,13.4,7.0,5.6,0.0,Fairmount,ND
13404,1600000US3851380,region.place,2013,31563,21667,64792,56250,33409,31250,0,35500,35833,36875,3.2,13.6,2.4,24.8,23.2,9.6,7.2,12.8,3.2,Max,ND
13405,1600000US3849620,region.place,2013,30938,0,32292,30673,14583,32188,0,7083,0,14167,0.0,16.4,1.5,40.3,17.9,10.4,6.0,0.0,7.5,Maddock,ND
13411,1600000US3871500,region.place,2013,22404,21083,49531,48750,32589,21591,51250,32500,0,35750,12.3,15.2,0.0,21.0,22.5,16.7,4.3,5.1,2.9,Scranton,ND
13414,1600000US3860480,region.place,2013,48750,34063,105000,78750,47273,50938,81250,34375,0,46875,0.0,0.9,1.7,15.5,11.2,13.8,9.5,9.5,37.9,Oxbow,ND
13416,1600000US3877980,region.place,2013,19000,16442,38917,37083,27500,30625,0,30625,35417,36042,4.8,19.0,10.5,13.3,39.0,4.8,1.0,1.9,5.7,Tappen,ND
13417,1600000US3800100,region.place,2013,42917,22083,51250,45938,34018,79167,0,19688,0,44750,0.0,10.9,0.8,14.1,28.1,18.0,0.8,23.4,3.9,Abercrombie,ND
13418,1600000US3879340,region.place,2013,31250,25568,42188,34722,27426,50000,0,25313,20833,33472,2.4,16.1,0.0,29.8,19.4,19.4,3.2,2.4,7.3,Tower City,ND
13419,1600000US3870260,region.place,2013,32019,20250,36250,30882,26500,38125,53750,16875,13750,35250,2.9,15.5,2.9,28.2,25.2,14.6,3.9,6.8,0.0,St. Thomas,ND
13425,1600000US3801180,region.place,2013,44038,20625,63958,40417,36458,42813,0,46250,0,25000,0.0,8.6,0.0,4.9,32.1,28.4,2.5,3.7,19.8,Alexander,ND
13426,1600000US3812460,region.place,2013,27250,23750,31250,26042,25391,26250,0,22250,38750,26250,5.1,27.3,1.0,29.3,20.2,7.1,3.0,3.0,4.0,Carson,ND
13428,1600000US3830180,region.place,2013,42841,21563,47083,33125,31154,46250,68393,20000,0,41875,8.4,10.3,0.0,17.8,29.9,20.6,6.5,2.8,3.7,Gilby,ND
13433,1600000US3860500,region.place,2013,29464,20750,43125,38125,28214,44286,0,24375,31964,31250,0.0,19.2,2.6,20.5,23.1,17.9,0.0,14.1,2.6,Page,ND
13436,1600000US3862980,region.place,2013,40208,12679,56875,51625,40278,208750,0,62708,0,37083,2.9,0.0,2.0,14.7,30.4,17.6,5.9,6.9,19.6,Plaza,ND
13444,1600000US3886380,region.place,2013,26250,15938,40000,27917,24792,46875,37500,23750,33750,23333,0.0,26.7,4.0,22.7,13.3,0.0,13.3,17.3,2.7,Willow City,ND
13449,1600000US3880860,region.place,2013,13750,11563,34688,28125,14286,0,0,13393,6250,18750,24.6,12.3,10.5,14.0,26.3,1.8,3.5,0.0,7.0,Upham,ND
13450,1600000US3888140,region.place,2013,22422,21563,47875,47875,37981,0,41250,31750,21563,44375,2.4,22.6,1.2,11.9,39.3,11.9,7.1,3.6,0.0,Zap,ND
13453,1600000US3854220,region.place,2013,26250,21458,53125,49167,31607,31875,71250,30833,0,37500,5.1,19.4,1.0,21.4,13.3,14.3,15.3,8.2,2.0,Mooreton,ND
13458,1600000US3832300,region.place,2013,38750,20278,38958,37708,31705,26250,0,36042,32500,43750,0.0,11.4,1.1,23.9,42.0,12.5,9.1,0.0,0.0,Grandin,ND
13463,1600000US3865900,region.place,2013,31250,14583,45500,25833,16563,0,0,10417,0,26750,15.0,6.7,0.0,40.0,15.0,23.3,0.0,0.0,0.0,Reeder,ND
13466,1600000US3834340,region.place,2013,48750,13000,37000,34038,33125,14750,0,36667,0,48125,1.8,19.6,0.0,17.9,37.5,10.7,3.6,0.0,8.9,Halliday,ND
13469,1600000US3807020,region.place,2013,26607,15000,43750,24531,22625,23750,0,14500,23438,26563,0.0,15.6,0.0,31.3,28.1,21.9,0.0,0.0,3.1,Binford,ND
13472,1600000US3817060,region.place,2013,28750,19583,40625,33125,26250,213333,0,23333,18750,29063,0.0,16.0,0.0,38.0,18.0,8.0,4.0,2.0,14.0,Crystal,ND
13473,1600000US3875580,region.place,2013,25417,21875,36364,35568,28125,0,0,19792,0,30417,0.0,28.3,1.7,21.7,20.0,11.7,8.3,5.0,3.3,Starkweather,ND
13478,1600000US3822260,region.place,2013,38750,21875,50938,50833,41389,45625,45625,23125,0,43750,0.0,15.4,0.0,12.3,32.3,16.9,12.3,4.6,6.2,Edinburg,ND
13479,1600000US3809320,region.place,2013,26750,26417,49667,48083,27000,24583,188750,0,0,47667,0.0,10.2,0.0,27.1,28.8,5.1,8.5,1.7,18.6,Briarwood,ND
13480,1600000US3850860,region.place,2013,11250,13333,65000,25417,15655,0,0,25417,5500,12083,17.2,0.0,13.8,0.0,6.9,27.6,34.5,0.0,0.0,Marmarth,ND
13481,1600000US3859020,region.place,2013,9545,8661,40313,30417,25000,0,0,12500,25625,41250,0.0,12.8,23.4,25.5,27.7,8.5,0.0,0.0,2.1,Oberon,ND
13483,1600000US3870380,region.place,2013,29375,21875,44000,39821,36750,20000,0,43000,0,28750,3.2,9.7,0.0,14.5,56.5,16.1,0.0,0.0,0.0,Sanborn,ND
13488,1600000US3851900,region.place,2013,48750,25357,20000,14423,19375,45125,0,12981,0,28000,32.1,14.1,0.0,12.8,20.5,10.3,0.0,6.4,3.8,Medora,ND
13492,1600000US3871940,region.place,2013,21875,12857,31250,28750,17188,0,0,17031,9688,33750,0.0,28.6,11.4,28.6,5.7,17.1,0.0,8.6,0.0,Sharon,ND
13493,1600000US3856020,region.place,2013,23750,21563,59375,54821,36250,0,0,7083,16250,53500,0.0,15.4,2.6,12.8,10.3,41.0,0.0,17.9,0.0,Newburg,ND
13497,1600000US3867500,region.place,2013,31875,17500,53750,46250,34375,73750,0,45313,27083,21250,4.5,11.4,4.5,20.5,22.7,6.8,11.4,11.4,6.8,Rocklake,ND
13500,1600000US3801940,region.place,2013,26250,12250,41429,41429,26250,47500,0,33333,0,39375,9.8,14.6,0.0,17.1,39.0,14.6,4.9,0.0,0.0,Amenia,ND
13501,1600000US3824620,region.place,2013,0,21250,54375,52813,31719,0,0,30625,0,0,0.0,0.0,0.0,13.3,26.7,13.3,0.0,46.7,0.0,Erie,ND
13502,1600000US3861460,region.place,2013,19583,19167,24659,22955,20000,33750,0,16563,0,22727,0.0,58.1,0.0,25.6,4.7,11.6,0.0,0.0,0.0,Pekin,ND
13503,1600000US3863740,region.place,2013,28750,21250,46667,41875,38056,71250,0,39028,0,46667,0.0,17.5,0.0,12.5,32.5,7.5,15.0,10.0,5.0,Portal,ND
13504,1600000US3888020,region.place,2013,0,0,0,31389,31542,0,0,0,0,0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0,0.0,Ypsilanti,ND
13506,1600000US3862260,region.place,2013,38750,13438,78750,16750,15500,0,0,21250,8333,13333,0.0,0.0,0.0,13.3,20.0,0.0,6.7,53.3,6.7,Pick City,ND
13509,1600000US3818340,region.place,2013,16389,15833,31250,23750,20250,21875,0,20417,0,0,12.5,50.0,0.0,10.0,22.5,0.0,0.0,0.0,5.0,Dazey,ND
13512,1600000US3835020,region.place,2013,26500,25469,45000,26125,25833,27143,0,21875,0,16250,0.0,6.7,0.0,33.3,40.0,10.0,10.0,0.0,0.0,Hannaford,ND
13513,1600000US3845740,region.place,2013,40625,17188,51250,52875,36250,0,0,40313,0,30625,0.0,19.4,8.3,16.7,11.1,38.9,5.6,0.0,0.0,Lehr,ND
13514,1600000US3831420,region.place,2013,36146,8846,38750,33438,12750,0,0,4375,0,35833,5.0,0.0,2.5,27.5,40.0,25.0,0.0,0.0,0.0,Golva,ND
13515,1600000US3826380,region.place,2013,22250,18750,43472,42955,32500,0,0,40625,0,31250,5.0,17.5,0.0,15.0,35.0,17.5,5.0,0.0,5.0,Fingal,ND
13517,1600000US3874740,region.place,2013,41250,31964,51250,41250,38333,50000,0,15625,0,32250,2.4,0.0,0.0,29.3,29.3,22.0,7.3,7.3,2.4,Spiritwood Lake,ND
13518,1600000US3821580,region.place,2013,33750,37500,0,46544,44271,0,0,0,0,44479,0.0,0.0,27.9,4.7,67.4,0.0,0.0,0.0,0.0,East Fairview,ND
13519,1600000US3808580,region.place,2013,19375,13750,48036,44583,21250,0,0,42500,0,26250,14.3,7.1,0.0,14.3,53.6,7.1,0.0,0.0,3.6,Bowdon,ND
13520,1600000US3818620,region.place,2013,26786,27143,18750,16875,26429,0,0,15000,0,25938,0.0,11.6,27.9,25.6,20.9,2.3,7.0,4.7,0.0,Deering,ND
13525,1600000US3885540,region.place,2013,43125,20417,24375,21500,21094,0,0,0,0,22250,0.0,50.0,0.0,0.0,12.5,37.5,0.0,0.0,0.0,White Earth,ND
13526,1600000US3860620,region.place,2013,36250,16250,31875,31250,26250,0,0,15625,0,0,0.0,20.7,20.7,6.9,44.8,0.0,6.9,0.0,0.0,Palermo,ND
13527,1600000US3859660,region.place,2013,37656,26875,62917,50625,40000,38125,0,63021,0,41250,6.4,8.5,2.1,6.4,34.0,36.2,0.0,6.4,0.0,Oriska,ND
13528,1600000US3846540,region.place,2013,54375,15000,67500,63750,52885,0,53125,15750,0,54583,5.9,2.9,0.0,0.0,0.0,44.1,11.8,26.5,8.8,Lignite,ND
13529,1600000US3886020,region.place,2013,0,21250,88333,68750,48250,26806,0,47750,0,123125,0.0,5.6,0.0,11.1,19.4,11.1,0.0,11.1,41.7,Wildrose,ND
13530,1600000US3824540,region.place,2013,0,25417,41250,43125,32500,0,0,25208,0,44375,0.0,0.0,0.0,41.4,27.6,0.0,13.8,0.0,17.2,Epping,ND
13531,1600000US3877660,region.place,2013,21786,18750,33750,27500,23333,33750,0,22292,0,23542,0.0,31.0,0.0,35.7,9.5,11.9,4.8,0.0,7.1,Sykeston,ND
13535,1600000US3854740,region.place,2013,30625,26667,40313,31875,27232,0,0,28750,0,0,0.0,0.0,0.0,55.6,33.3,11.1,0.0,0.0,0.0,Mountain,ND
13538,1600000US3862620,region.place,2013,31250,23750,41000,40125,26932,0,0,37188,0,19583,0.0,7.5,5.0,27.5,40.0,7.5,5.0,0.0,7.5,Pingree,ND
13539,1600000US3888180,region.place,2013,33125,6875,33333,31667,30417,35000,0,14583,0,31667,18.2,6.1,12.1,24.2,21.2,18.2,0.0,0.0,0.0,Zeeland,ND
13540,1600000US3800940,region.place,2013,0,13393,38750,39500,32250,0,0,14286,0,52708,0.0,0.0,0.0,32.0,48.0,12.0,0.0,0.0,8.0,Alamo,ND
13542,1600000US3869460,region.place,2013,26563,20625,65313,62083,36250,0,0,36875,0,26750,6.7,0.0,0.0,23.3,23.3,10.0,16.7,6.7,13.3,Ryder,ND
13543,1600000US3850380,region.place,2013,16875,7212,53333,27917,18000,0,0,39375,0,15625,0.0,15.4,0.0,15.4,19.2,34.6,0.0,15.4,0.0,Mantador,ND
13544,1600000US3873820,region.place,2013,40000,21250,33750,15000,20625,43438,0,11875,0,21389,10.0,5.0,0.0,35.0,50.0,0.0,0.0,0.0,0.0,Solen,ND
13545,1600000US3841380,region.place,2013,35000,28750,36500,36250,35250,0,0,37708,0,26667,0.0,6.7,0.0,33.3,46.7,3.3,0.0,3.3,6.7,Karlsruhe,ND
13557,1600000US3810060,region.place,2013,56563,55938,48625,48625,49000,85625,0,39375,0,26250,0.0,5.8,0.0,19.2,30.8,11.5,7.7,25.0,0.0,Buchanan,ND
13559,1600000US3820020,region.place,2013,0,28250,0,20833,21458,0,0,21667,0,28750,0.0,0.0,0.0,71.4,0.0,0.0,0.0,0.0,28.6,Douglas,ND
13564,1600000US3849260,region.place,2013,0,11875,53750,31250,16250,0,0,0,24375,7500,0.0,57.1,0.0,14.3,0.0,14.3,0.0,14.3,0.0,McHenry,ND
13565,1600000US3831740,region.place,2013,31875,14375,51875,46250,28750,0,0,14688,0,33125,0.0,12.5,0.0,41.7,8.3,12.5,0.0,12.5,12.5,Grace City,ND
13567,1600000US3834180,region.place,2013,0,9375,0,25313,18750,0,0,0,0,25938,0.0,0.0,0.0,57.1,14.3,0.0,0.0,0.0,28.6,Hague,ND
13568,1600000US3836140,region.place,2013,27188,26250,48500,30417,26563,0,0,25938,0,38125,0.0,0.0,5.9,29.4,58.8,0.0,0.0,0.0,5.9,Havana,ND
13572,1600000US3824020,region.place,2013,0,0,0,31000,32000,0,0,0,0,0,0.0,0.0,0.0,20.8,79.2,0.0,0.0,0.0,0.0,Embden,ND
13574,1600000US3874020,region.place,2013,0,16250,34167,33958,26250,0,0,23750,0,33333,0.0,20.0,0.0,53.3,6.7,13.3,0.0,0.0,6.7,Souris,ND
13580,1600000US3839580,region.place,2013,56875,55313,50000,51000,51250,3750,0,51750,0,0,0.0,0.0,10.0,10.0,15.0,55.0,0.0,0.0,10.0,Hurdsfield,ND
13585,1600000US3885180,region.place,2013,0,0,0,0,36875,0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,Wheatland,ND
13588,1600000US3816380,region.place,2013,30000,23438,73125,53125,27500,46875,0,21875,0,26875,0.0,24.0,0.0,8.0,20.0,20.0,8.0,12.0,8.0,Courtenay,ND
13589,1600000US3834860,region.place,2013,0,28750,75833,75833,31667,0,0,32000,0,51250,0.0,20.0,0.0,13.3,6.7,13.3,0.0,20.0,26.7,Hampden,ND
13592,1600000US3871700,region.place,2013,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,Selz,ND
13593,1600000US3801740,region.place,2013,0,13750,49167,48333,28750,0,0,13750,0,38750,0.0,0.0,0.0,25.0,33.3,16.7,0.0,25.0,0.0,Alsen,ND
13594,1600000US3887180,region.place,2013,0,0,35875,35500,35875,0,0,33125,0,0,0.0,0.0,0.0,28.6,57.1,0.0,14.3,0.0,0.0,Wolford,ND
13597,1600000US3848460,region.place,2013,26875,25625,43750,28750,25625,0,0,26875,0,0,0.0,11.8,23.5,11.8,29.4,23.5,0.0,0.0,0.0,Ludden,ND
13600,1600000US3845460,region.place,2013,0,21250,45625,34250,28750,0,0,34250,0,0,0.0,20.0,0.0,33.3,20.0,20.0,0.0,6.7,0.0,Leal,ND
13602,1600000US3865980,region.place,2013,0,0,25750,25250,17500,0,0,0,0,0,28.6,0.0,0.0,71.4,0.0,0.0,0.0,0.0,0.0,Regan,ND
13603,1600000US3813020,region.place,2013,0,11250,16563,18125,16875,0,0,6250,0,0,0.0,23.5,29.4,17.6,11.8,5.9,11.8,0.0,0.0,Cayuga,ND
13607,1600000US3812820,region.place,2013,0,0,0,7500,7250,10000,0,0,0,7500,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,Cathay,ND
13608,1600000US3871780,region.place,2013,26875,13750,41250,21607,20893,6667,0,0,0,33750,10.0,0.0,20.0,20.0,30.0,20.0,0.0,0.0,0.0,Sentinel Butte,ND
13611,1600000US3844700,region.place,2013,0,0,80750,80250,53125,0,0,80500,0,0,21.4,0.0,0.0,0.0,14.3,14.3,0.0,50.0,0.0,Landa,ND
13614,1600000US3840740,region.place,2013,0,0,0,0,36250,0,0,0,0,0,0.0,0.0,0.0,33.3,66.7,0.0,0.0,0.0,0.0,Jessie,ND
13617,1600000US3847660,region.place,2013,0,4688,0,0,4375,0,0,0,0,0,0.0,0.0,0.0,60.0,0.0,40.0,0.0,0.0,0.0,Loma,ND
13618,1600000US3809830,region.place,2013,0,0,0,0,8571,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Brooktree Park,ND
13620,1600000US3879140,region.place,2013,0,8438,46250,38125,33750,0,0,9375,0,36250,0.0,0.0,0.0,12.5,50.0,0.0,0.0,0.0,37.5,Tolley,ND
13621,1600000US3806300,region.place,2013,0,0,41250,40625,26875,0,0,0,0,26250,0.0,0.0,0.0,40.0,40.0,20.0,0.0,0.0,0.0,Berlin,ND
13622,1600000US3887580,region.place,2013,0,0,0,4583,18333,0,0,0,3750,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Woodworth,ND
13623,1600000US3814740,region.place,2013,0,0,44688,43750,42813,0,0,21875,0,0,0.0,33.3,0.0,0.0,41.7,8.3,0.0,16.7,0.0,Clifford,ND
13624,1600000US3802060,region.place,2013,0,42500,0,0,52813,0,54063,0,0,0,0.0,0.0,0.0,42.9,0.0,57.1,0.0,0.0,0.0,Amidon,ND
13628,1600000US3804740,region.place,2013,0,31875,0,25625,28750,0,0,0,0,26250,0.0,0.0,0.0,0.0,0.0,33.3,0.0,66.7,0.0,Bantry,ND
13629,1600000US3860380,region.place,2013,0,0,0,38750,38333,0,0,0,0,38750,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,40.0,Overly,ND
13631,1600000US3812060,region.place,2013,0,26250,75833,48750,40000,0,0,31875,0,51250,0.0,0.0,0.0,40.0,0.0,0.0,0.0,60.0,0.0,Canton City,ND
13632,1600000US3877260,region.place,2013,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,Sutton,ND
13633,1600000US3842660,region.place,2013,0,7250,0,0,36250,0,0,80417,0,0,0.0,0.0,25.0,0.0,75.0,0.0,0.0,0.0,0.0,Kief,ND
13634,1600000US3882940,region.place,2013,0,0,56250,56250,48750,0,0,0,0,0,0.0,0.0,0.0,0.0,50.0,33.3,0.0,16.7,0.0,Wales,ND
13635,1600000US3823340,region.place,2013,0,64375,0,0,64286,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,63.6,9.1,27.3,0.0,Elliott,ND
13636,1600000US3801860,region.place,2013,0,26250,0,122750,29375,0,0,0,0,122750,0.0,0.0,0.0,42.9,21.4,0.0,0.0,0.0,35.7,Ambrose,ND
13637,1600000US3862540,region.place,2013,0,0,31429,31071,27188,0,0,0,30714,0,0.0,0.0,20.0,73.3,0.0,6.7,0.0,0.0,0.0,Pillsbury,ND
13638,1600000US3872820,region.place,2013,0,0,0,0,31250,0,0,0,0,31250,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,Sibley,ND
13639,1600000US3822540,region.place,2013,0,0,0,0,11250,0,0,0,0,23750,0.0,10.0,40.0,0.0,50.0,0.0,0.0,0.0,0.0,Egeland,ND
13640,1600000US3804460,region.place,2013,0,0,46250,46250,30000,0,0,16250,0,0,0.0,0.0,0.0,0.0,57.1,42.9,0.0,0.0,0.0,Balfour,ND
13642,1600000US3819060,region.place,2013,0,0,0,26607,26786,0,0,0,0,26429,0.0,0.0,0.0,33.3,0.0,0.0,66.7,0.0,0.0,Denhoff,ND
13643,1600000US3836980,region.place,2013,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,60.0,Heil,ND
13644,1600000US3874660,region.place,2013,0,0,0,0,0,0,0,0,0,0,0.0,54.5,0.0,45.5,0.0,0.0,0.0,0.0,0.0,Spiritwood,ND
13645,1600000US3861780,region.place,2013,0,6250,21250,21250,14375,0,0,0,0,0,50.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,Perth,ND
13648,1600000US3811700,region.place,2013,0,0,0,0,53500,0,0,0,0,0,0.0,0.0,0.0,60.0,0.0,40.0,0.0,0.0,0.0,Calvin,ND
13649,1600000US3807620,region.place,2013,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,Blanchard,ND
13650,1600000US3870780,region.place,2013,0,0,30625,30625,26250,0,0,0,0,0,33.3,0.0,0.0,50.0,0.0,0.0,0.0,16.7,0.0,Sarles,ND
13651,1600000US3874780,region.place,2013,44375,43750,0,0,50625,0,0,88750,0,0,0.0,12.5,0.0,0.0,25.0,25.0,0.0,12.5,25.0,Springbrook,ND
13652,1600000US3836540,region.place,2013,0,10625,0,26875,17500,0,0,10625,0,0,0.0,20.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,Haynes,ND
13653,1600000US3815820,region.place,2013,0,0,0,0,43125,0,0,0,0,0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,Conway,ND
13654,1600000US3808900,region.place,2013,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,33.3,66.7,0.0,0.0,0.0,Braddock,ND
13655,1600000US3829180,region.place,2013,0,0,0,21875,20625,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gardena,ND
13656,1600000US3817620,region.place,2013,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,Dahlen,ND
13658,1600000US3804020,region.place,2013,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,Ayr,ND
13659,1600000US3810300,region.place,2013,0,0,0,17500,25625,0,0,0,0,0,0.0,25.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,Bucyrus,ND
13660,1600000US3837020,region.place,2013,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,Heimdal,ND
13664,1600000US3835060,region.place,2013,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,Hannah,ND
13665,1600000US3805220,region.place,2013,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,Barton,ND
13666,1600000US3855220,region.place,2013,0,68750,0,0,51250,0,0,0,0,68750,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,Mylo,ND
13668,1600000US3811500,region.place,2013,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,Caledonia,ND
13669,1600000US3845220,region.place,2013,0,0,0,0,0,0,0,0,0,0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,Larson,ND
13671,1600000US3811580,region.place,2013,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,Calio,ND
13672,1600000US3814140,region.place,2013,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,Churchs Ferry,ND
13673,1600000US3865100,region.place,2013,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Raleigh,ND
13674,1600000US3832580,region.place,2013,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,Grano,ND
13678,1600000US3137000,region.place,2013,36412,24389,43654,31620,27923,43416,56853,25782,20913,31196,3.9,15.6,2.2,20.1,23.0,14.0,5.0,7.7,8.5,Omaha,NE
13683,1600000US3117670,region.place,2013,31319,22476,42593,32125,26664,42325,49375,26829,25105,32548,3.4,18.7,1.3,24.6,25.6,14.5,3.9,4.8,3.2,Fremont,NE
